1,0.087616
2,-0.12418
3,-0.11532
4,-0.18311
5,-0.16019
6,-0.34297
7,0.044661
8,-0.14264
9,-0.17998
10,-0.053104
11,-0.02604
12,0.32037
13,-0.17591
14,-0.09283
15,0.0705
16,-0.00042508
17,-0.0075223
18,-0.12604
19,-0.094496
20,0.0066867
21,0.20434
22,-0.068656
23,-0.067739
24,-0.26074
25,-0.33937
26,-0.042353
27,0.11667
28,-0.12908
29,-0.27833
30,-0.30208
31,-0.2769
32,-0.31902
33,-1.0462
34,-0.36629
35,-0.062462
36,-0.048793
37,-0.70355
38,-0.91353
39,-0.43176
40,-0.13513
41,-0.19142
42,0.50332
43,0.073204
44,-1.2705
45,-0.18551
46,-0.45785
47,-0.16382
48,-0.19342
49,-0.24583
50,-0.15577
51,-0.094998
52,-0.096161
53,-0.089723
54,-0.089723
55,-0.089719
56,-0.15638
57,0.032247
58,-0.0016465
59,-0.1601
60,-0.16012
61,-0.20541
62,-0.17256
63,-0.21903
64,-0.17961
65,-0.19061
66,-0.19153
67,-0.1842
68,-0.20929
69,-0.21068
70,-0.21066
71,-0.2156
72,-0.087429
73,-0.11584
74,0.020534
75,-0.19165
76,-0.21824
77,-0.24697
78,-0.28514
79,-0.28796
80,-0.11292
81,-0.22576
82,-0.20554
83,-0.090384
84,-0.08935
85,-0.090711
86,-0.086083
87,-0.1282
88,-0.11183
89,-0.15723
90,-0.1573
91,-0.20079
92,-0.20104
93,-0.2003
94,-0.20055
95,-0.21756
96,-0.21747
97,-0.1367
98,-0.13636
99,-0.13619
100,-0.13652
101,-0.1962
102,-0.21283
103,-0.21286
104,-0.22387
105,-0.22387
106,-0.1928
107,-0.19283
108,-0.18978
109,-0.20864
110,-0.2256
111,-0.27059
112,-0.25902
113,-0.18079
114,-0.18083
115,0.0012375
116,-0.56034
117,-0.20121
118,-0.26679
119,-0.26841
120,-0.2149
121,-0.21265
122,-0.21954
123,-0.28355
124,0.07694
125,0.097632
126,-0.11012
127,-0.47049
128,-0.11359
129,-0.18371
130,-0.24586
131,-0.26258
132,-0.14455
133,-0.16496
134,-0.24002
135,-0.25551
136,-0.096161
137,-0.096161
138,-0.91172
139,-0.5898
140,-0.5823
141,-1.2991
142,-0.64655
143,-1.2857
144,-0.21395
145,0.20456
